지네딘_지단	FC_지롱댕_드_보르도	team	  << _obj_ >> 에서  << _sbj_ >> 을 영입한 유벤투스 FC는 아탈란타 BC에서 파올로 몬테로를 영입하고, 크리스티안 비에리와 니콜라 아모루소와 같은 젊은 선수를 데려온다.
후안_세바스티안_베론	UC_삼프도리아	team	  << _obj_ >> 는 보카 주니어스에서 미드필더  << _sbj_ >> 을, 제노아 CFC에서 공격수 빈첸초 몬텔라를 영입한다.
방울토마토_(영화)	정영배	director	2008년에는 그녀가 조연으로 출연한  << _obj_ >>  감독의 《 << _sbj_ >> 》와 《잘못된 만남》이 개봉하였다.
유르말라	라트비아	country	토르냐칼른스-투쿰스 II 선은  << _obj_ >> 의 철도 노선으로,  << _sbj_ >> 를 경유하여 리가와 투쿰스를 잇는 노선이다.
하우다	네덜란드	country	 미국이나 영국에서 생산되는 슬라이스 치즈가 있으며,  << _obj_ >> 의  << _sbj_ >> 는 구멍이 없고 동그랗고 납작한 모양이고, 프랑스의 치즈는 작게 잘려 있다.
김성기_(1961년)	강경상업고등학교	team	 둘의 장인  << _sbj_ >>  또한 축구 선수 출신으로 현재  << _obj_ >>  축구부 감독을 맡고 있다.
에식스_주	영국	country	런던 지하철은  << _obj_ >>  그레이터 런던과  << _sbj_ >> , 하트퍼드셔 주, 그리고 버킹엄셔 주 등의 주변 지역에서 운영되고 있는 지하철도망이다.
렌_(도시)	프랑스	country	브르타뉴는  << _obj_ >>  북서부에 위치한 프랑스의 레지옹으로 중심 도시는  << _sbj_ >> 이며 면적은 27,208㎢, 인구는 3,237,097명이다.
마크_가솔	멤피스_그리즐리스	team	 동생은  << _obj_ >> 의 센터  << _sbj_ >> 이다.
카푸	AS_로마	team	 전SS 라치오 감독이었던 즈데넥 제만이 이끄는  << _obj_ >> 는  << _sbj_ >> , 뱅상 캉델라와 안토니우 카를로스 자구의 영입으로 더욱 강해졌다.
인디라_간디	라지브_간디	child	 인도 초대 수상이였던 증조 할아버지 자와할랄 네루, 인도 최초 여성 수상이 된 할머니  << _sbj_ >> , 아버지  << _obj_ >>  그리고 현재 인도 국민 회의의 의장을 맡고 있는 어머니 소냐 간디의 힘을 받아 정치계에 입문하였다.
인디라_간디	라지브_간디	child	 1967년에는 네루의 딸  << _sbj_ >> 가 의회의 지지를 받아 총리로 취임했고 인디라 간디가 암살된 이듬해 아들인  << _obj_ >> 가 총리에 취임했다.
인디라_간디	라지브_간디	child	 1965년 영국 케임브리지 대학교 유학 시절에 당시 인도 총리인  << _sbj_ >> 의 장남  << _obj_ >> 와 만나 1968년에 결혼하였다.
인디라_간디	라지브_간디	child	 1984년 10월 31일 시어머니인  << _sbj_ >>  총리가 시크교도 경호원에게 암살되고, 1991년 총선 유세 중이던 남편  << _obj_ >> 가 시크교도가 설치한 폭탄 테러로 목숨을 잃자, 소냐 간디는 극도의 정치 혐오증을 보이면서 은둔 생활을 하였다.
인디라_간디	라지브_간디	successor	 인도 초대 수상이였던 증조 할아버지 자와할랄 네루, 인도 최초 여성 수상이 된 할머니  << _sbj_ >> , 아버지  << _obj_ >>  그리고 현재 인도 국민 회의의 의장을 맡고 있는 어머니 소냐 간디의 힘을 받아 정치계에 입문하였다.
인디라_간디	라지브_간디	successor	 1967년에는 네루의 딸  << _sbj_ >> 가 의회의 지지를 받아 총리로 취임했고 인디라 간디가 암살된 이듬해 아들인  << _obj_ >> 가 총리에 취임했다.
인디라_간디	라지브_간디	successor	 1965년 영국 케임브리지 대학교 유학 시절에 당시 인도 총리인  << _sbj_ >> 의 장남  << _obj_ >> 와 만나 1968년에 결혼하였다.
인디라_간디	라지브_간디	successor	 1984년 10월 31일 시어머니인  << _sbj_ >>  총리가 시크교도 경호원에게 암살되고, 1991년 총선 유세 중이던 남편  << _obj_ >> 가 시크교도가 설치한 폭탄 테러로 목숨을 잃자, 소냐 간디는 극도의 정치 혐오증을 보이면서 은둔 생활을 하였다.
이탈리안_잡_(1969년_영화)	피터_콜린슨	director	 트로이 케네디 마틴이 쓰고  << _obj_ >>  감독이 연출한 1969년  << _sbj_ >> 를 리메이크한 작품이다.
이들리브_주	시리아	country	이들리브 순교자 여단은  << _obj_ >>   << _sbj_ >>  지역의 반정부 군사 조직이다.
케빈에_대하여	존_C._라일리	starring	 다음에는 린 램지가 미국 작가 라이오넬 슈라이버의 2003년 동명 소설을 각색하여 감독한 BBC 필름 영화 《 << _sbj_ >> 》에서  << _obj_ >> 와 틸다 스윈턴과 함께 케빈 역으로 출연하였다.
프란시스코_프랑코	스페인_제2공화국	country	 1934년에는  << _obj_ >> 으로부터 훈장을 수여받았고, 스페인 내전 동안에는  << _sbj_ >> 파 선전원들로부터 그들을 위해 경기를 뛰라고 강요를 받았으며, 1950년대에는 프란시스코 프랑코로부터 훈장을 수여받았다.
킹메이커_(영화)	조지_클루니	starring	 영화제는  << _obj_ >>  감독의 미국 영화 《 << _sbj_ >> 》 로 개막되었다.
킹메이커_(영화)	조지_클루니	director	 영화제는  << _obj_ >>  감독의 미국 영화 《 << _sbj_ >> 》 로 개막되었다.
자토이치_(2003년_영화)	키타노_타케시	starring	2003년  << _obj_ >>  《 << _sbj_ >> 》
자토이치_(2003년_영화)	키타노_타케시	director	2003년  << _obj_ >>  《 << _sbj_ >> 》
클랜_(영화)	파블로_트라페로	director	2015년  << _obj_ >>  《 << _sbj_ >> 》
내셔널_하키_리그	몬트리올_커네이디언스	team	디트로이트 레드윙스는 미시간 주 디트로이트를 연고지로 하는  << _sbj_ >> 의 동부 콘퍼런스  애틀랜틱 디비전  소속 아이스 하키팀이며, 토론토 메이플리프스,  << _obj_ >> , 뉴욕 레인저스, 보스턴 브루인스, 시카고 블랙호크스와 더불어 NHL의 오리지널 식스 팀 가운데 하나이기도 하다.
캐롤_(영화)	토드_헤인스	director	그 외 알려진 작품으로는 스파이크 존즈 감독의 《존 말코비치 되기》 , 《어댑테이션》 , 《괴물들이 사는 나라 》 , 데이비드 O. 러셀 감독의 《쓰리 킹즈》 , 드라마 《올리브 키터리지》 , 《아노말리사》 ,  << _obj_ >>  감독의 《벨벳 골드마인》 , 드라마 《밀드레드 피어스》, 《 << _sbj_ >> 》  등이 있다.
존_말코비치_되기	스파이크_존즈	director	그 외 알려진 작품으로는  << _obj_ >>  감독의 《 << _sbj_ >> 》 , 《어댑테이션》 , 《괴물들이 사는 나라 》 , 데이비드 O. 러셀 감독의 《쓰리 킹즈》 , 드라마 《올리브 키터리지》 , 《아노말리사》 , 토드 헤인스 감독의 《벨벳 골드마인》 , 드라마 《밀드레드 피어스》, 《캐롤 》  등이 있다.
드림웍스	미국	country	 2008년  << _obj_ >> 의  << _sbj_ >> 가 리메이크 판의 제작을 발표했다.
과나후아토_주	멕시코	country	과나후아토는  << _obj_ >>   << _sbj_ >> 의 주도로, 인구는 153,364명이다.
이영진_(1963년)	FC_서울	team	 갑작스레 공석이 된 감독 자리를 메우기 위해 공개 감독 공모를 하게 된 결과 27명의 응모자 중 K리그 2009까지  << _obj_ >> 의 수석 코치를 역임했던  << _sbj_ >> 이 2009년 12월 22일 자로 대구 FC의 제 3대 신임 감독으로 선임되었다.
아메리칸_허슬	크리스천_베일	starring	같은 해, 아담스는  << _obj_ >> , 브래들리 쿠퍼와 제니퍼 로렌스와 출연한 데이비드 O. 러셀 감독의 영화 《 << _sbj_ >> 》에 캐스팅 되었다.
과비아레_주	콜롬비아	country	산호세델과비아레는  << _obj_ >>   << _sbj_ >> 의 주도이다.
인리다	콜롬비아	country	과이니아 주는  << _obj_ >>  동부에 위치한 주로 주도는  << _sbj_ >> 이며 면적은 72,238㎢, 인구는 40,203명, 인구 밀도는 0.56명/㎢이다.
세사르_주	콜롬비아	country	바예두파르는  << _obj_ >>   << _sbj_ >> 의 주도로, 인구는 354,180명이다.
요팔	콜롬비아	country	카사나레 주는  << _obj_ >>  동부에 위치한 주로 주도는  << _sbj_ >> 이며 면적은 44,640㎢, 인구는 344,027명, 인구 밀도는 7.7명/㎢이다.
뱅고어_(웨일스)	웨일스	country	뱅고어 대학교는  << _obj_ >>   << _sbj_ >> 에 위치한 대학교이다.
두_개의_문	김일란	director	 2009년 1월 20일에 발생한 용산4구역 남일당 화재 사건을 다룬 《 << _sbj_ >> 》을  << _obj_ >> 과 함께 연출하였다.
우리의_환대	버스터_키튼	starring	  << _obj_ >> 이 출연한 영화에서 주로 악당 역할로 나왔으며 《 << _sbj_ >> 》를 찍고 뇌졸중으로 사망하였다.
우리의_환대	버스터_키튼	director	  << _obj_ >> 이 출연한 영화에서 주로 악당 역할로 나왔으며 《 << _sbj_ >> 》를 찍고 뇌졸중으로 사망하였다.
미에_현	일본	country	 1939년 조선산업주식회사 대주주로 참여했고, 같은 해 4월 21일부터 5월 2일까지 충청남도 도회의원 신궁참배단의 일원으로  << _obj_ >>   << _sbj_ >>  이세 신궁, 도쿄 메이지 신궁, 나고야 시 아쓰타 신궁, 나라 현 가시하라 신궁 등을 참배했다.
맥도넬더글러스_DC-10	맥도넬더글러스_MD-11	successor	 그러나 3발기인  << _sbj_ >> 이나  << _obj_ >> , 보잉 727, 투폴레프 Tu-154 또는 4발 제트엔진 항공기인 에어버스 A380, 에어버스 A340, 보잉 747, 보잉 707, 더글러스 DC-8, 전 세계적으로 보기가 매우 드문 1대생산된 6발 엔진 장착 항공기인 안토노프 An-225 등 쌍발기 이외의 다른 항공기들은 ETOPS 규제가 적용되지 않는다.
언_애듀케이션	로네_시에비	director	그녀의 인생에 있어 전환점이 된 22살에, 그녀는 덴마크 감독  << _obj_ >> 이 감독을 맡고 닉 혼비가 각본을 쓴 2009년의 독립 영화 《 << _sbj_ >> 》에서 주연인 제니에 캐스팅되었다.
하갈	이스마엘	child	이삭이 자라 젖을 땐 후, 사라는  << _obj_ >> 이 이삭을 놀리는 것을 보고 아브라함에게 이스마엘과 그의 어머니인 여종  << _sbj_ >> 을 내쫓으라고 요구했는데, 그래야 비로소 이삭이 아브라함의 유일한 상속자가 될 수 있었다.
보잉_747	보잉_747-400	successor	한 때  << _sbj_ >> ,  << _obj_ >> 를 114대 보유한 747기의 최대 소유주 였으나 구조 조정의 일환으로 2011년에 전량 퇴역 되었다.
둥비우	쑹칭링	successor	 이후 국가주석직은 일시적으로 공석이 되었고, 부주석  << _sbj_ >> 와  << _obj_ >> 을 주석대행에 앉힌 뒤 사실상의 주석직 복귀와 다를 바 없는 실권을 행사한다.
백_투_더_퓨처	로버트_저메키스	director	제17회  영화 《 << _sbj_ >> 》  << _obj_ >>
이유있는_반항_(2009년_영화)	미겔_아르테타	director	2009년에 개봉한  << _obj_ >> 의 코미디 드라마 영화인 《 << _sbj_ >> 》에서 대학교를 가기 전 50명의 남자와 잠을 자려하는 태거티 역을 연기하였다.
발드마른_주	프랑스	country	생망데는  << _obj_ >>   << _sbj_ >> 의 도시로, 인구는 22,946명이다.
슬리핑_위드_아더_피플	레슬리_헤드랜드	director	 2015년에 그녀는 제이슨 서데이키스와 함께  << _obj_ >> 의 로맨틱 코미디 영화 《 << _sbj_ >> 》에 출연했고, 《겟 하드》에서 윌 페럴의 극중 약혼자 역을 연기했다.
바람계곡의_나우시카_(영화)	미야자키_하야오	director	 1984년에 14살의 나이로 일본의 애니메이션 감독인  << _obj_ >> 의 장편 애니메이션인 《 << _sbj_ >> 》에 성우로 출연하여 크샤나 역을 맡으면서 연기자로서의 첫 경력을 시작한다.
퓌드돔_주	프랑스	country	보몽은  << _obj_ >>   << _sbj_ >> 의 도시로, 인구는 11,214명이다.
렛츠_비_캅스	제이크_존슨	starring	2014년 8월 영화 《 << _sbj_ >> 》에서  << _obj_ >> , 데이먼 웨이언스 주니어과 호흡을 맞췄다.
사랑에_대한_모든_것	에디_레드메인	starring	존스는 그녀의 현재 연기 경력에서 정점이 된 로맨스 전기 영화 《 << _sbj_ >> 》에서 제인 와일드 호킹 역할을 연기했고, 세계적으로 유명한 물리학자 스티븐 호킹의 인생과 사랑을 담은 이 영화에서 호킹을 연기한  << _obj_ >> 과 공연했다.
분노의_질주	빈_디젤	starring	2001년 워커는 《 << _sbj_ >> 》 에  << _obj_ >> 과 대립하는 FBI 경찰 브라이언 오코너 역으로 출연하였다.
스위트_크리스마스	페넬로페_크루스	starring	 2004년에는 크리스마스를 배경으로 한 영화 《 << _sbj_ >> 》에서 마이크 라일리 역을 맡아  << _obj_ >> 와 호흡을 맞추었다.
블루_스톰	제시카_알바	starring	 2005년에는 《 << _sbj_ >> 》에서 재러드 역을 맡아  << _obj_ >> 와도 호흡을 맞추었다.
시몬_(2002년_영화)	알_파치노	starring	 같은 해,  << _obj_ >>  주연 영화 《 << _sbj_ >> 》에서 조연으로 출연했다.
찰리_컨트리맨	루퍼트_그린트	starring	2013년 영화 《 << _sbj_ >> 》에 출연해 샤이아 라보프,  << _obj_ >> 와 호흡을 맞췄다.
랑팡_시	중화인민공화국	country	베이징 수도 제2공항 또는 베이징 다싱 국제공항은 2019년 9월 개항을 목표로  << _obj_ >>  베이징 시 가장 남쪽의 다싱 구와 허베이 성  << _sbj_ >>  광양 구의 경계지에 건설 중인 국제공항이다.
디_아더_가이스	애덤_매케이	director	  << _obj_ >>  감독의 영화 《앵커맨 》, 《 << _sbj_ >> 》 등의 코미디 영화에서 각본과 주연을 담당했다.
누마즈_시	일본	country	오오카 역은  << _obj_ >>  시즈오카 현  << _sbj_ >> 에 있는 도카이 여객철도 고텐바 선의 철도역이다.
쿠로사기_(영화)	야마시타_토모히사	starring	또,  << _obj_ >>  주연 영화 《 << _sbj_ >> 》 주제가로도 사용되고 있다.
보리밭을_흔드는_바람	켄_로치	director	2006년, 그는  << _obj_ >> 가 감독한 아일랜드 독립전쟁과 내전에 관한 영화, 2006 Cannes Film Festival에서 황금종려상을 받고 아일랜드 박스오피스에서 가장 흥행한 아일랜드 독립영화인 《 << _sbj_ >> 》의 주연을 맡았다.
다이애나_(영화)	나오미_왓츠	starring	 채스테인은 또한 전기 영화 《 << _sbj_ >> 》에 다이애나 왕세자비 역을 제안받았으나, 거기에서 하차하고  << _obj_ >> 로 대체되었다.
인터스텔라	앤_해서웨이	starring	 채스테인은 매튜 매커니히와  << _obj_ >> 와 함께 크리스토퍼 놀런이 감독을 맡은 《 << _sbj_ >> 》에 출연하였다.
에르난_크레스포	리버_플레이트	team	 이후  << _sbj_ >> 의 대체자를 찾던 아르헨티나의 명문 클럽  << _obj_ >> 로 이적하였고 여전한 득점포를 과시하며 팀에 여러번의 우승을 안겼다.
시흥시	대한민국	country	과림동은  << _obj_ >>  경기도  << _sbj_ >> 의 행정동이다.
양상쿤	장쩌민	successor	 1992년에 중화인민공화국을 방문하여  << _obj_ >>  총서기와  << _sbj_ >>  국가주석 등에게 직접 만남을 제의, 정상회담을 개최해 중화인민공화국과의 외교 관계를 수립, 그 해에 몽골과도 외교 관계를 맺었다.
이만수	삼성_라이온즈	team	서울운동장에서 전두환 당시 대통령의 시구와 함께  << _obj_ >>   << _sbj_ >> 의 한국프로야구 1호 안타와 1호 홈런, 그리고 LG 트윈스의 이종도가 삼성 이선희  투수를 상대로 친 끝내기 만루홈런으로 시작되었다.
선동열	KIA_타이거즈	team	그 해  << _obj_ >> 의  << _sbj_ >> 이 24승 6패에 평균자책점 0.99라는 성적을 거두며 팀을 우승으로 이끌었다.
유지현_(야구인)	LG_트윈스	team	1994년  << _obj_ >> 의 신인 3인방,  << _sbj_ >> , 서용빈, 김재현 의 활약과 이광환 감독의 자율야구에 힘입어 LG 트윈스가 돌풍을 일으키며 그 해 우승까지 차지했다.
제후_무궤	제_효공	successor	 환공이 태자로 지목한  << _obj_ >>  대신 환공의 총신 역아와 초가 지지한  << _sbj_ >> 가 뒤를 이었고, 무궤는 효공을 앞세운 송 양공 주도의 제후연합군과 국내의 호응에 쫓겨나 죽었으나 제 소공 · 제 혜공 · 제 의공 세 형제가 효공의 즉위를 저지해 송 양공이 재차 제나라를 침입하고서야 효공은 즉위할 수 있었다.
아이리스_(드라마)	김태희	starring	 이후 2009년에는 《》를 통해 할리우드에 진출했으며, 같은 해에 KBS 드라마 《 << _sbj_ >> 》에  << _obj_ >> 와 함께 출연하게 되면서 6년 만에 텔레비전 드라마 배우로 복귀, 이 작품으로 KBS 연기대상 대상을 수상했다.
구리시	대한민국	country	과천시의 면적은 35.86 km²로 대한민국에서  << _sbj_ >> 에 이어 두 번째로 면적이 좁고,  << _obj_ >>  국토 면적의 0.036%, 경기도 면적의 0.35%를 차지하고 있으며, 과천시 전체 면적의 85.4%인 30.64 km²가 개발제한구역이다.
포틀랜드_섬	영국	country	당시 건축용 석재로 쓰이던  << _obj_ >>  남단부의  << _sbj_ >> 의 석회석인 포틀랜드 석재의 색이 회백색으로 비슷해서 포틀랜드 시멘트란 이름을 붙였다.
고스트_오브_걸프렌즈_패스트	제니퍼_가너	starring	2009년 스톤은 마크 워터스 감독의 로맨틱 코미디 영화 《 << _sbj_ >> 》에서 매슈 매코너헤이,  << _obj_ >> , 마이클 더글러스와 공동 출연하였다.
페이퍼맨_(2009년_영화)	제프_대니얼스	starring	 또한 같은 해에, 키어런 멀로니와 그의 아내 미셸이 공동 감독한 《 << _sbj_ >> 》에서  << _obj_ >> , 라이언 레이놀즈, 리사 쿠드로와 함께 출연하였다.
브로크백_마운틴	히스_레저	starring	윌리엄스는 2004년 오스트레일리아의 배우  << _obj_ >> 와 영화의 세트장에 만난 뒤, 3년 후에 《 << _sbj_ >> 》에서 공연을 하게 되면서 데이트를 시작했다.
보르쇼드어버우이젬플렌_주	헝가리	country	토커이는  << _obj_ >>  북동부  << _sbj_ >> 에 위치한 도시로, 면적은 28.2㎢, 인구는 5,009명, 인구 밀도는 177.62명/㎢이다.
라스트_에어벤더	M._나이트_샤말란	director	 특히  << _obj_ >>  감독과 《식스 센스 》, 《언브레이커블 》, 《싸인 》, 《해프닝 》, 《 << _sbj_ >> 》, 《애프터 어스》 등 거의 모든 작품들에서 함께 작업했다.
그레이터맨체스터_주	영국	country	로치데일은  << _obj_ >>  잉글랜드  << _sbj_ >> 의 도시로, 인구는 2011년 조사 기준 107,926명이다.
영_빅토리아	장마크_발레	director	 2009년, 블런트는  << _obj_ >> 가 감독을 맡고 줄리언 펠로스가 각본을 쓴 《 << _sbj_ >> 》에서 빅토리아 여왕 역으로 출연하였다.
사막에서_연어낚시	이완_맥그리거	starring	블런트는 2011년에 라세 할스트룀이 감독을 맡고  << _obj_ >> 와 크리스틴 스콧 토머스가 공동 주연으로 출연한, 영국의 코미디 영화 《 << _sbj_ >> 》에 주연을 맡았다.
5년째_약혼중	니컬러스_스톨러	director	 그녀는  << _obj_ >> 가 감독을 맡고 제이슨 시걸이 공동 주연으로 출연한, 2012년 영화 《 << _sbj_ >> 》에 주연을 맡았다.
타르투_주	에스토니아	country	엘바는  << _obj_ >>   << _sbj_ >> 에 위치한 도시로, 면적은 9.92㎢, 인구는 5,762명, 인구 밀도는 580명/㎢이다.
아미스타드	스티븐_스필버그	director	 런던 예술 아카데미에서 수학한 뒤 연극 무대에서 활동하다가,  << _obj_ >>  감독의 영화 《 << _sbj_ >> 》의 조역으로 데뷔하였다.
아일랜드_해	아일랜드	country	노어 강은  << _obj_ >>  렌스터 지방에서 발원하여,  << _sbj_ >> 로 흐르는 강이다.
페어웰,_마이_퀸	브누아_자코	director	2013년,  << _obj_ >> 의 《 << _sbj_ >> 》에 시도니 라보르드 역으로 출연하여 제38회 세자르상 여우주연상에 후보로 올랐다.
생_로랑_(영화)	베르트랑_보넬로	director	 그리고  << _obj_ >> 의 《 << _sbj_ >> 》에서는 뮤즈 루루 드 라 팔래즈 역을 맡았다.
마이_페어_레이디_(영화)	오드리_헵번	starring	코번트 가든은  << _obj_ >>  주연의 영화 《 << _sbj_ >> 》의 배경이 되기도 했다.
이즈오_섬	일본	country	 중국 대륙 동부 및 타이완 원산으로, 보소 반도와  << _sbj_ >> 을 통해  << _obj_ >> 에 유입되었다.
최희섭	KIA_타이거즈	team	시즌 첫 2루타 : 3월 30일,  << _obj_ >>   << _sbj_ >>  
김선빈_(야구_선수)	KIA_타이거즈	team	시즌 첫 실책 : 3월 30일,  << _obj_ >>   << _sbj_ >>  
헤어스프레이_(2007년_영화)	존_트래볼타	starring	 파이퍼는 2007년 여름  << _obj_ >> , 크리스토퍼 워컨, 퀸 라티파와 같이 출연한 동명의 브로드웨이 뮤지컬을 영화로 각색한 《 << _sbj_ >> 》에서 맡은 벨마 본 터슬 역, 클레어 데인스, 찰리 콕스, 로버트 드 니로 상대역으로 출연한 판타지 모험 영화 《스타더스트 》에서 맡은 고대 마녀 라미아 역 등 두 개의 주요한 여름 블록버스터에서 악역을 맡으며 스크린에 복귀했다.
뉴욕의_연인들_(2011년_영화)	게리_마셜	director	이후 잠깐의 휴식기를 가진 후, 파이퍼는  << _obj_ >> 의 2011년 로맨틱 코미디 영화 《 << _sbj_ >> 》에 출연하였고, 《피플 라이크 어스》에 크리스 파인의 상대역으로 출연하였다.
말라가	스페인	country	파블로 디에고 호세 프란시스코 데 파울라 후안 네포무세노 마리아 데 로스 레메디오스 크리스핀 크리스피니아노 데 라 산티시마 트리니다드 마르티르 파트리시오 클리토 루이스 이 피카소는  << _obj_ >>   << _sbj_ >> 에서 출생하였고 주로 프랑스에서 미술활동을 한 20세기의 대표적 서양 화가이자 조각가이다.
트렌토	이탈리아	country	트리엔트 공의회는 1545년부터 1563년까지 오늘날  << _obj_ >>  북부에 있는  << _sbj_ >> 와 볼로냐에서 소집된 로마 가톨릭교회의 매우 중요한 보편 공의회 중의 하나이다.
뉴잉글랜드	매사추세츠_주	country	세일럼 마녀 재판은 미국  << _sbj_ >>  지방의  << _obj_ >>  세일럼 마을에서 1692년 3월 1일에 시작되는 일련의 재판을 말한다.
MBK_엔터테인먼트	대한민국	country	갱키즈는  << _sbj_ >>  소속의  << _obj_ >>  7인조 걸 그룹이다.
UEFA_유로파리그_2011-12	아틀레티코_마드리드	team	이 경기의 승자인 첼시 FC는  << _sbj_ >> 의 승자인  << _obj_ >> 와 UEFA 슈퍼컵을 놓고 다투게 되며, FIFA 클럽 월드컵 2012에 유럽 축구 연맹 대표로서 진출할 자격이 주어졌다.
이규로	FC_서울	team	 K리그 2010  << _sbj_ >> 가  << _obj_ >> 로 이적한 이후 유지노와 번갈아 출전하며 주전 경쟁을 벌였다.
김재성_(축구_선수)	제주_유나이티드	team	 시즌 초 상주 상무 축구단에 입대했던  << _sbj_ >> 의 공백을 메울 대안으로 떠오른 이명주는 신인임에도 침착하고 센스 넘치는 패스 플레이와 공격적인 플레이 등으로 황선홍 감독의 눈에 들어 비교적 빨리 주전 자리를 차지하게 되었으며, 2012년 6월 23일  << _obj_ >> 와의 원정 경기에서 후반 38분 중거리슛으로 결승골이자 본인의 K리그 데뷔골을 터뜨렸다.
엔트레리오스_주	아르헨티나	country	파라나는  << _obj_ >>   << _sbj_ >> 의 주도이다.
데반_나이르	싱가포르	country	그는 1965년부터 1990년까지 유소프 빈 이샥과 벤저민 헨리 시어즈와  << _sbj_ >> 와 위킴위가 싱가포르의 대통령으로 재임하던 시기에  << _obj_ >> 의 권력이자 싱가포르의 총리로 재임하였다.
데반_나이르	위킴위	successor	그는 1965년부터 1990년까지 유소프 빈 이샥과 벤저민 헨리 시어즈와  << _sbj_ >> 와  << _obj_ >> 가 싱가포르의 대통령으로 재임하던 시기에 싱가포르의 권력이자 싱가포르의 총리로 재임하였다.
용쟁호투	이소룡	starring	영화 《 << _sbj_ >> 》에서  << _obj_ >> 은 많은 적들을 차례로 때려눕히게 되어 있었다.
용쟁호투	이소룡	starring	 싱하는  << _obj_ >> 이  << _sbj_ >> 에서 적을 쓰러뜨린 뒤 짓는 표정사진을 얼굴로 사용하며 악플을 남겼기 때문에 한때 이소룡이 싱하라 불리기도 했다.
용쟁호투	이소룡	starring	아역으로 영화에 데뷔하였고  << _obj_ >> 의 영화  << _sbj_ >>  오프닝에서 이소룡에게 도전하는 소림사 제자로 등장하여 관객들에게 깊은 인상을 주었다.
용쟁호투	이소룡	director	영화 《 << _sbj_ >> 》에서  << _obj_ >> 은 많은 적들을 차례로 때려눕히게 되어 있었다.
용쟁호투	이소룡	director	 싱하는  << _obj_ >> 이  << _sbj_ >> 에서 적을 쓰러뜨린 뒤 짓는 표정사진을 얼굴로 사용하며 악플을 남겼기 때문에 한때 이소룡이 싱하라 불리기도 했다.
용쟁호투	이소룡	director	아역으로 영화에 데뷔하였고  << _obj_ >> 의 영화  << _sbj_ >>  오프닝에서 이소룡에게 도전하는 소림사 제자로 등장하여 관객들에게 깊은 인상을 주었다.
엑스맨_(영화_시리즈)	브렛_래트너	director	  << _sbj_ >> 의 세 번째 작품으로, 전편의 브라이언 싱어가 하차하고  << _obj_ >> 가 연출하였다.
맨_인_블랙_2	토미_리_존스	starring	 로웰 커닝햄의 동명의 만화를 원작으로 15년전의 1997년 《맨 인 블랙》과 10년전의 2002년 《 << _sbj_ >> 》을 이은 속편으로  << _obj_ >> , 윌 스미스가 주연을 맡았고, 새롭게 조시 브롤린가 합류했다.
이와누마_시	일본	country	이와누마 역은  << _obj_ >>  미야기 현  << _sbj_ >> 에 있는 동일본 여객철도 · 일본화물철도의 철도역이다.
2000_UEFA_챔피언스리그_결승전	발렌시아_CF	team	 비록 프리메라리가 1999-2000 시즌에는 출장수가 급격하게 줄었으나,  << _obj_ >> 와의  << _sbj_ >> 에서 11분 출장하였고, 팀의 3-0 승리를 도왔다.
베스트피르디르	아이슬란드	country	바르다스트란다르시슬라는  << _obj_ >>  북서부에 있는 주로,  << _sbj_ >>  지역에 속한다.
빅토르_유셴코	빅토르_야누코비치	successor	쿠치마의 지지를 받은 여당 후보  << _obj_ >> 와 야당 지도자인  << _sbj_ >>  전 총리의 일대일 대결이라고 하는 형태가 되었다.
오스트리아-헝가리_제국_해군	오스트리아-헝가리_제국	country	안톤 하우스는  << _obj_ >> 의  << _sbj_ >>  제독이었다.
하인리히_1세	오토_1세	successor	작센공  << _sbj_ >> 의 아들  << _obj_ >> 가 962년에 교황 요한 12세로부터 대관됨으로써 신성 로마 제국이 성립되었다.
탈시	라트비아	country	탈시 구는  << _obj_ >>  북서부에 있던 구로 행정 중심지는  << _sbj_ >> 이며 면적은 2,744㎢, 인구는 49,662명, 인구 밀도는 17.8명/㎢이다.
발비	라트비아	country	발비 구는  << _obj_ >>  동부에 있던 구로 행정 중심지는  << _sbj_ >> 이며 면적은 2,381㎢, 인구는 28,246명, 인구 밀도는 11명/㎢이다.
알룩스네	라트비아	country	알룩스네 구는  << _obj_ >>  북동부에 있던 구로 행정 중심지는  << _sbj_ >> 이며 면적은 2,243㎢, 인구는 24,641명, 인구 밀도는 11명/㎢이다.
나자프_주	이라크	country	 쿠픽은  << _obj_ >>   << _sbj_ >> 의 도시인 쿠파에서 유래한 이름이다.
모토미야_시	일본	country	모토미야 역은  << _obj_ >>  후쿠시마 현  << _sbj_ >> 에 있는 동일본 여객철도 도호쿠 본선의 철도역이다.
송산_(야구_선수)	KIA_타이거즈	team	그의 단국대학교 동기로는 현 세인트루이스 카디널스 투수 오승환, 전  << _obj_ >>  포수  << _sbj_ >>  등이 있다.
존스타운_(펜실베이니아_주)	미국	country	존스타운 홍수 국립기념지는  << _obj_ >>  펜실베이니아 주  << _sbj_ >> 에서 발생한 존스타운 홍수로 인해 2,200명 이상이 사망한 일을 되새기기 위해 1964년 8월 31일 지정되었다.
UEFA_챔피언스리그_2001-02	바이어_04_레버쿠젠	team	막판까지 타이틀 레이스를 벌인 바이에른 뮌헨과 샬케 04는 모두  << _sbj_ >>  본선 직행 티켓을 손에 넣었고, 보루시아 도르트문트와  << _obj_ >> 은 같은 대회의 플레이오프에 합류하였다.
